"ï»¿""Data Source""",World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Palau,PLW,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10820,10070,9140,9320,10610,11690,11870,11600,11360,10450,10940,11440,11370,12540,12950,13150,13740,13370,12190,12690,13370,14300,14540,
Papua New Guinea,PNG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1110,1190,1410,1510,1470,1520,1490,1400,1390,1380,1350,1340,1300,1380,1460,1440,1740,1850,1920,2020,2180,2330,2430,
Poland,POL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5600,5790,6180,6840,7420,8120,8860,9460,9990,10710,11110,11700,12060,12830,13720,14930,16390,17930,18600,19910,21290,21830,22790,
Puerto Rico,PRI,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11550,11950,12240,12840,13320,13940,14490,15100,15670,16460,17280,18690,18890,19650,20730,21830,22710,23170,23060,22490,22060,22350,23170,23840,
"Korea, Dem. Rep.",PRK,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11170,12100,12580,12610,12920,13770,14240,15010,15740,16720,17520,18220,18990,19550,19980,21730,23140,24400,25080,25350,25990,26040,25390,26170,
Paraguay,PRY,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4330,4620,4620,4570,4470,4130,4180,4280,4070,4350,4510,4970,5590,6030,5640,6380,6820,6700,7670,
Pacific island small states,PSS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2566.888893,2577.15492,2702.297366,2758.221234,2874.21838,3046.955386,3152.286565,3263.261991,3300.796153,3482.954424,3594.87513,3642.239162,3766.322471,3825.951196,4076.532084,4248.479476,4278.21053,4394.688185,4457.990187,4368.745322,4427.306077,4631.339885,4793.770727,4967.280563,
French Polynesia,PYF,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56950,58820,61130,78240,,,,,,,102260,93350,111830,113820,115080,108330,113520,123280,125710,128530,
Romania,ROU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5170,4720,4420,4590,4890,5340,5680,5450,5280,5280,5660,6440,6990,7650,8500,9250,10970,12740,15280,15280,16000,17070,17700,18410,
Russian Federation,RUS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8010,7830,6790,6360,5720,5580,5450,5580,5230,5680,6650,7270,7870,8970,10030,11570,14540,16360,19710,18850,19910,21860,22710,23190,
Rwanda,RWA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,570,660,670,360,510,550,590,580,580,600,640,720,730,790,860,940,1020,1120,1160,1230,1310,1410,1450,
South Asia,SAS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212.67167,1244.854321,1316.108615,1377.4863,1461.185799,1565.398232,1669.090239,1728.483968,1809.248955,1941.895829,2026.711868,2128.648608,2215.019601,2391.111128,2599.591954,2872.447995,3166.789497,3502.161408,3653.032406,3909.826602,4241.336687,4546.93947,4782.015321,5030.621163,
Saudi Arabia,SAU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24360,26160,26850,26460,26070,26360,27220,28130,28960,28630,29450,29050,28320,29550,32150,34810,37030,39170,42650,43170,45850,49940,52820,53640,
Sudan,SDN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110,1120,1210,1290,1330,1400,1510,1670,1710,1720,1790,1880,1980,2080,2160,2340,2610,2880,2950,2960,3000,3380,3470,3230,
Senegal,SEN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160,1190,1210,1210,1190,1250,1290,1320,1390,1450,1490,1560,1550,1650,1750,1840,1910,2000,2070,2050,2120,2140,2180,2210,
Singapore,SGP,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21910,23350,25210,27460,30840,32880,34070,37270,35440,37710,40560,39820,41010,44030,47130,51310,57630,62180,60310,58550,69960,73520,74150,76860,
Solomon Islands,SLB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790,880,940,880,960,1020,1000,1600,1600,1570,1360,1250,1190,1260,1340,1420,1530,1520,1480,1190,1310,1540,1830,1810,
Sierra Leone,SLE,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770,840,670,750,700,710,760,740,730,720,770,710,870,930,970,1010,1070,1230,1330,1370,1330,1450,1430,1690,
El Salvador,SLV,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2820,2970,3240,3490,3750,4040,4140,4330,4520,4670,4870,5050,5200,5380,5610,5970,6410,6810,7020,6760,6910,7150,7300,7490,
San Marino,SMR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5590,5830,5190,5780,6220,6730,7170,8040,8750,9760,10240,11560,11610,11540,12290,12440,12480,
Sub-Saharan Africa (developing only),SSA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472.879368,1489.45941,1454.084965,1443.236787,1462.411141,1527.422331,1607.328936,1656.286838,1661.100451,1676.368733,1720.067636,1791.002723,1831.877274,1908.197032,2136.838569,2259.558204,2495.907553,2632.406766,2743.884054,2794.650085,2940.574401,3049.055095,3138.320852,3250.984637,
South Sudan,SSD,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2560,2670,2640,2250,1760,1860,
Sub-Saharan Africa (all income levels),SSF,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472.176098,1488.746649,1453.593175,1442.810819,1461.940032,1526.935568,1607.263649,1658.410103,1663.532649,1680.393972,1723.415147,1794.348463,1836.788445,1912.570253,2142.483893,2270.818116,2516.642947,2653.335839,2762.466137,2819.461535,2960.826848,3068.922028,3155.742994,3267.219417,
Small states,SST,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3856.789687,4075.705488,4164.032885,4356.913111,4446.1229,4669.225283,4866.467962,5098.208549,5236.648949,5320.156643,5484.47865,5695.64174,5913.579646,6217.099404,6617.244709,7188.536912,8111.780373,8551.565213,8861.510445,8780.290036,8895.897542,9204.725023,9392.873975,9657.371946,
Sao Tome and Principe,STP,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1730,1880,1960,2020,2390,2450,2570,2610,2680,2800,2860,2950,
Suriname,SUR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6720,7010,7100,,6960,7160,7330,7690,7780,7230,7840,7410,8300,8870,9780,10640,11430,12300,12960,13310,13910,14670,15350,15960,
Slovak Republic,SVK,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8500,9280,9970,10520,10500,11110,12240,13120,13240,14430,16140,18310,20800,23330,23120,23860,25070,25190,26110,
Slovenia,SVN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13360,14160,15160,16020,17070,17930,18860,20030,20770,22470,23770,25700,27150,28880,27240,27300,28470,28250,28780,
Sweden,SWE,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19850,20000,19850,19670,21070,22370,23270,24230,25410,27130,29410,29830,30860,32560,34430,34800,38500,41970,43580,40840,42880,45130,44980,46680,
Swaziland,SWZ,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3660,3770,3900,3930,3850,4270,4570,4680,4550,4760,4720,5090,4870,4920,5300,5930,5860,6190,6260,6140,6230,5970,6020,6060,
Sint Maarten (Dutch part),SXM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8750,9260,10100,10800,10930,10530,11180,12690,13460,13560,13790,14110,13060,13190,13550,15070,16720,18400,17800,17970,18870,21340,22210,23730,
Syrian Arab Republic,SYR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710,780,840,680,760,760,760,790,820,800,730,700,330,710,1100,1380,1660,1620,1640,1640,1850,1850,1940,2000,
Togo,TGO,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860,860,820,690,770,840,930,1050,1020,1020,1010,990,980,1020,1040,1060,1110,1140,1030,1050,1060,1080,1140,1180,
Thailand,THA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4070,4510,4900,5440,6000,6630,7040,6960,6170,6510,6970,7130,7470,8020,8650,9230,10040,10840,11310,11080,12020,12340,13430,13430,
Tajikistan,TJK,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350,2210,1570,1310,1020,890,720,770,810,840,900,990,1100,1200,1370,1480,1590,1750,1900,1940,2040,2200,2350,2500,
Turkmenistan,TKM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4450,3770,3400,3620,3300,3450,3970,3980,4340,4380,4640,4940,5390,6360,7170,8070,8440,8990,10060,11050,12920,
Timor-Leste,TLS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680,1750,1950,1600,1590,1960,3040,4290,6700,5000,6140,8160,7670,,
Tonga,TON,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2370,2580,2630,2780,3080,3170,3240,3280,3450,3590,3700,3860,4090,4200,4340,4500,4620,4540,4630,4790,4930,5210,5370,5450,
Trinidad and Tobago,TTO,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8030,8430,8440,8560,8880,9350,9850,10530,11580,12210,12960,13990,15410,17760,20210,21580,25080,27010,28350,26920,27220,24990,25500,26220,
Tunisia,TUN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3440,3590,3860,3890,4050,4210,4500,4810,5050,5360,5650,5970,6100,6540,7010,7360,7980,8540,8990,9390,9680,9720,10310,10610,
Turkey,TUR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4360,4470,4770,5200,4890,5310,5730,6190,8630,8190,9180,8520,8630,8760,10150,11390,12890,13870,15000,14520,16040,17820,18020,18800,
Tuvalu,TUV,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4750,5890,4130,4590,4570,4620,5420,5430,5620,5050,5120,5160,5260,
Tanzania,TZA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640,650,650,650,660,680,720,730,750,780,820,860,920,970,1050,1120,1210,1290,1370,1420,1490,1580,1640,1760,
Uganda,UGA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,440,440,480,500,560,600,630,640,680,690,710,760,800,840,890,990,1070,1150,1200,1240,1310,1320,1470,
Ukraine,UKR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6950,6550,5910,5060,4080,3650,3380,3370,3350,3390,3700,4230,4580,5170,5990,6400,7100,7920,8360,7120,7580,8170,8670,8970,
Upper middle income,UMC,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2795.45893,2982.636012,3168.156673,3460.748478,3684.291017,3855.922075,4107.49225,4367.769257,4556.718581,4698.903813,5049.245561,5286.290662,5561.246467,5960.443429,6564.065075,7249.18868,8126.918201,9081.355262,9817.247022,10166.91499,11023.50992,11918.19381,12715.67063,13412.34778,
Uruguay,URY,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000,6450,7110,7430,8070,8080,8640,9530,10000,9960,9950,9760,9220,9050,9740,10970,11830,12910,13950,14270,15540,17040,17990,18940,
United States,USA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24090,24530,25610,26590,27870,28890,30190,31660,33020,34720,36580,37460,38330,39910,42230,44620,46660,48480,48970,47490,49040,50600,52220,53750,
Uzbekistan,UZB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1710,1630,1620,1640,1710,1780,1860,1940,2030,2130,2240,2470,2700,2930,3420,3810,3950,4220,4590,4910,5290,
St. Vincent and the Grenadines,VCT,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500,3640,4080,4160,4060,4210,4380,5060,5350,5560,5700,5990,6460,7000,7420,7860,8820,9440,9760,9760,9550,9690,10110,10440,
"Venezuela, RB",VEN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9250,10290,10710,10750,10450,10940,10900,11500,11450,10850,11330,11700,10490,9710,11530,13140,14760,16490,17230,16330,15940,16580,17490,17900,
Virgin Islands (U.S.),VIR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910,990,1100,1190,1320,1470,1610,1740,1830,1920,2070,2220,2370,2550,2780,3050,3310,3580,3810,3950,4230,4510,4800,5070,
Vanuatu,VUT,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690,1560,1550,1680,1650,1770,1750,1810,2040,2070,2130,2130,1940,2000,2080,2170,2420,2530,2810,2760,2800,2820,2820,2870,
West Bank and Gaza,PSE,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2190,2310,2390,2920,3740,4370,3720,3360,3220,3500,3780,4300,4180,4160,3770,4350,4350,4670,5300,,
World,WLD,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5325.742578,5505.478753,5665.295463,5868.98902,6103.293129,6339.129752,6620.426434,6917.692041,7083.593878,7328.879058,7772.331414,8050.027505,8307.777745,8700.02987,9304.734124,9945.435249,10796.96121,11570.48934,12087.94694,12072.73986,12701.50293,13355.21556,13841.79869,14337.7197,
Samoa,WSM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2970,3070,3160,3440,3760,3950,4020,4390,4510,4640,5020,5150,4970,5140,5450,5530,5560,
"Yemen, Rep.",YEM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2210,2250,2390,2430,2520,2540,2490,2580,2780,2740,2930,3060,3110,3160,3250,3460,3710,3900,3990,4180,4200,3490,3690,3820,
South Africa,ZAF,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6180,6270,6170,6270,6490,6680,6920,7060,7000,7090,7360,7520,7810,8080,8630,9260,9950,10480,10940,10830,11190,11640,11970,12240,
"Congo, Dem. Rep.",COD,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,650,570,510,490,530,490,480,440,450,420,440,460,490,510,550,580,590,610,640,680,710,740,
Zambia,ZMB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420,1390,1390,1520,1400,1440,1530,1570,1530,1600,1670,1760,1830,1960,2020,2160,2290,2430,2690,3040,3150,3380,3690,3810,
Zimbabwe,ZWE,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1590,1680,1520,1540,1680,1680,1870,1900,1920,1930,1890,1960,1820,1540,1470,1430,1410,1380,1110,1380,1420,1490,1640,1690,
